Spot_0	benign
Spot_1	benign
Spot_2	benign
Spot_3	benign
Spot_4	benign
Spot_5	benign
Spot_6	benign
Spot_7	benign
Spot_8	benign
Spot_9	benign
Spot_10	benign
Spot_11	benign
Spot_12	benign
Spot_13	benign
Spot_14	benign
Spot_15	benign
Spot_16	benign
Spot_17	benign
Spot_18	benign
Spot_19	benign
Spot_20	benign
Spot_21	benign
Spot_22	benign
Spot_23	benign
Spot_24	benign
Spot_25	benign
Spot_26	benign
Spot_27	benign
Spot_28	benign
Spot_29	benign
Spot_30	benign
Spot_31	benign
Spot_32	benign
Spot_33	benign
Spot_34	benign
Spot_35	benign
Spot_36	benign
Spot_37	benign
Spot_38	benign
Spot_39	benign
Spot_40	benign
Spot_41	benign
Spot_42	benign
Spot_43	benign
Spot_44	aberrant
Spot_45	aberrant
Spot_46	benign
Spot_47	benign
Spot_48	benign
Spot_49	benign
Spot_50	benign
Spot_51	benign
Spot_52	benign
Spot_53	benign
Spot_54	benign
Spot_55	benign
Spot_56	benign
Spot_57	benign
Spot_58	benign
Spot_59	benign
Spot_60	benign
Spot_61	benign
Spot_62	aberrant
Spot_63	aberrant
Spot_64	aberrant
Spot_65	aberrant
Spot_66	aberrant
Spot_67	benign
Spot_68	benign
Spot_69	benign
Spot_70	benign
Spot_71	benign
Spot_72	benign
Spot_73	benign
Spot_74	benign
Spot_75	benign
Spot_76	benign
Spot_77	benign
Spot_78	benign
Spot_79	benign
Spot_80	benign
Spot_81	aberrant
Spot_82	aberrant
Spot_83	aberrant
Spot_84	aberrant
Spot_85	aberrant
Spot_86	aberrant
Spot_87	aberrant
Spot_88	aberrant
Spot_89	benign
Spot_90	benign
Spot_91	benign
Spot_92	benign
Spot_93	benign
Spot_94	benign
Spot_95	benign
Spot_96	benign
Spot_97	benign
Spot_98	benign
Spot_99	benign
Spot_100	benign
Spot_101	aberrant
Spot_102	aberrant
Spot_103	aberrant
Spot_104	aberrant
Spot_105	aberrant
Spot_106	aberrant
Spot_107	aberrant
Spot_108	aberrant
Spot_109	benign
Spot_110	benign
Spot_111	benign
Spot_112	benign
Spot_113	benign
Spot_114	benign
Spot_115	benign
Spot_116	benign
Spot_117	benign
Spot_118	benign
Spot_119	benign
Spot_120	benign
Spot_121	benign
Spot_122	aberrant
Spot_123	aberrant
Spot_124	aberrant
Spot_125	aberrant
Spot_126	aberrant
Spot_127	benign
Spot_128	benign
Spot_129	benign
Spot_130	benign
Spot_131	benign
Spot_132	benign
Spot_133	benign
Spot_134	benign
Spot_135	benign
Spot_136	benign
Spot_137	benign
Spot_138	benign
Spot_139	benign
Spot_140	benign
Spot_141	benign
Spot_142	benign
Spot_143	aberrant
Spot_144	aberrant
Spot_145	aberrant
Spot_146	benign
Spot_147	benign
Spot_148	benign
Spot_149	benign
Spot_150	benign
Spot_151	benign
Spot_152	benign
Spot_153	benign
Spot_154	benign
Spot_155	benign
Spot_156	benign
Spot_157	benign
Spot_158	benign
Spot_159	benign
Spot_160	benign
Spot_161	benign
Spot_162	benign
Spot_163	benign
Spot_164	benign
Spot_165	benign
Spot_166	benign
Spot_167	benign
Spot_168	benign
Spot_169	benign
Spot_170	benign
Spot_171	benign
Spot_172	benign
Spot_173	benign
Spot_174	benign
Spot_175	benign
Spot_176	benign
Spot_177	benign
Spot_178	benign
Spot_179	benign
Spot_180	benign
Spot_181	benign
Spot_182	benign
Spot_183	benign
Spot_184	benign
Spot_185	benign
Spot_186	benign
Spot_187	benign
Spot_188	benign
Spot_189	benign
Spot_190	benign
Spot_191	benign
Spot_192	benign
Spot_193	benign
Spot_194	benign
Spot_195	benign
Spot_196	benign
Spot_197	benign
Spot_198	benign
Spot_199	benign
Spot_200	benign
Spot_201	benign
Spot_202	benign
Spot_203	benign
Spot_204	benign
Spot_205	benign
Spot_206	benign
Spot_207	benign
Spot_208	benign
Spot_209	benign
Spot_210	benign
Spot_211	benign
Spot_212	benign
Spot_213	benign
Spot_214	benign
Spot_215	benign
Spot_216	benign
Spot_217	benign
Spot_218	benign
Spot_219	benign
Spot_220	benign
